sequence_ids,species,zooid,blast_hit,GO_term,gene_tree
4291618,Diphyes dispar,Gastrozooid developing,,NA,NA
4113004,Diphyes dispar,Gastrozooid developing,Q8BH31|MFSD8_MOUSE Major facilitator superfamily domain-containing protein 8,GO:0022857;GO:0055085;GO:0016021,NA
4181863,Diphyes dispar,Gastrozooid developing,,NA,NA
4140590,Diphyes dispar,Gastrozooid developing,Q9NXG6|P4HTM_HUMAN Transmembrane prolyl 4-hydroxylase,GO:0018401;GO:0004656;GO:0005783;GO:0005509,b1ca67a1f0f5e4093e5eca8a7df52862
4111312,Diphyes dispar,Gastrozooid developing,Q71UH5|CALM_PYTSP Calmodulin,GO:0019722;GO:0005509;GO:0062159;GO:0031012;GO:0005773;GO:0005615;GO:0004689;GO:0031410;GO:0017024;GO:0031013;GO:0030234;GO:0005634;GO:0061122;GO:0050839;GO:0019901;GO:0031285;GO:1903665;GO:0051343;GO:0000226;GO:0051284;GO:0072666;GO:0000281;GO:0032781;GO:0006611;GO:0045861;GO:0043549;GO:0006468,NA
4169121,Diphyes dispar,Gastrozooid developing,P59672|ANS1A_MOUSE Ankyrin repeat and SAM domain-containing protein 1A,NA,NA
4279561,Diphyes dispar,Gastrozooid developing,,NA,NA
4267674,Diphyes dispar,Gastrozooid developing,,NA,NA
4105696,Diphyes dispar,Gastrozooid developing,,NA,NA
4287834,Diphyes dispar,Gastrozooid developing,O62809|OX2R_PIG Orexin receptor type 2,NA,69d6db75a84763d3d60a10494aabf56d
4102451,Diphyes dispar,Gastrozooid developing,,NA,NA
4243855,Diphyes dispar,Gastrozooid developing,,NA,NA
4180153,Diphyes dispar,Gastrozooid developing,Q3ZBH3|CD151_BOVIN CD151 antigen,NA,NA
4213445,Diphyes dispar,Gastrozooid developing,,NA,NA
4270070,Diphyes dispar,Gastrozooid developing,,NA,NA
4154196,Diphyes dispar,Gastrozooid developing,P42297|YXIE_BACSU Universal stress protein YxiE,NA,NA
4221718,Diphyes dispar,Gastrozooid developing,,NA,NA
4075228,Diphyes dispar,Gastrozooid developing,P06882|THYG_RAT Thyroglobulin,NA,NA
4177200,Diphyes dispar,Gastrozooid developing,,NA,NA
4090604,Diphyes dispar,Gastrozooid developing,Q6ZSS7|MFSD6_HUMAN Major facilitator superfamily domain-containing protein 6,NA,NA
4104254,Diphyes dispar,Gastrozooid developing,"O02827|MYLK_SHEEP Myosin light chain kinase, smooth muscle",GO:0004672;GO:0006468;GO:0005634;GO:0005524;GO:0005737;GO:0007010;GO:0005200,NA
4280651,Diphyes dispar,Gastrozooid developing,,NA,NA
4147261,Diphyes dispar,Gastrozooid developing,,NA,NA
4132965,Diphyes dispar,Gastrozooid developing,P79896|ADHX_SPAAU Alcohol dehydrogenase class-3,GO:0051903;GO:0006069;GO:0005789;GO:0005829;GO:0008270;GO:0016021;GO:0004022;GO:0046294;GO:0080007;GO:0004552;GO:0033833;GO:0006506;GO:0033859;GO:2000169;GO:0000947;GO:0008542,NA
4173806,Diphyes dispar,Gastrozooid developing,,NA,NA
4213155,Diphyes dispar,Gastrozooid developing,Q00791|STCU_EMENI Versicolorin reductase,NA,NA
4200053,Diphyes dispar,Gastrozooid developing,,NA,NA
4235818,Diphyes dispar,Gastrozooid developing,Q3ZBH3|CD151_BOVIN CD151 antigen,GO:0005887;GO:1900746,NA
4189391,Diphyes dispar,Gastrozooid developing,,NA,NA
4129314,Diphyes dispar,Gastrozooid developing,,NA,NA
4192863,Diphyes dispar,Gastrozooid developing,,NA,NA
4077640,Diphyes dispar,Gastrozooid developing,"Q04499|PROD_DROME Proline dehydrogenase 1, mitochondrial",GO:0004657;GO:0006562;GO:0005739;GO:0005509;GO:0071949;GO:0043596;GO:0036310;GO:0016021;GO:0055114;GO:0004520;GO:0003678;GO:0006536;GO:0042331;GO:0002118;GO:0007626;GO:0036292;GO:0000733;GO:0048478;GO:0031297;GO:0043650;GO:0009084;GO:0032508;GO:0006281,84246582c177d4a21f796d63661c96ab
4144964,Diphyes dispar,Gastrozooid developing,,NA,NA
4249846,Diphyes dispar,Gastrozooid developing,O82018|CALM_MOUSC Calmodulin,NA,NA
4120254,Diphyes dispar,Gastrozooid developing,,NA,NA
4159725,Diphyes dispar,Gastrozooid developing,,NA,NA
4142942,Diphyes dispar,Gastrozooid developing,,NA,NA
4111023,Diphyes dispar,Gastrozooid developing,,NA,NA
4113566,Diphyes dispar,Gastrozooid developing,,NA,NA
4121032,Diphyes dispar,Gastrozooid developing,,NA,NA
4141677,Diphyes dispar,Gastrozooid developing,P81548|VKT2_ANTAF PI-actitoxin-Axm2b {ECO:0000303|PubMed:22683676},NA,NA
4085152,Diphyes dispar,Gastrozooid developing,Q0II73|CBPO_BOVIN Carboxypeptidase O {ECO:0000250|UniProtKB:Q8IVL8},GO:0004181;GO:0006508;GO:0005694;GO:0000737;GO:0008270;GO:0046658;GO:0005576;GO:0016889;GO:0016021;GO:0003677;GO:0005524;GO:0007186;GO:0004930,1dde0ebc3a4b5a912d33a1c245e91267
4275584,Diphyes dispar,Gastrozooid developing,,NA,NA
4099515,Diphyes dispar,Gastrozooid developing,,NA,NA
4182203,Diphyes dispar,Gastrozooid developing,Q5U3C3|TM164_HUMAN Transmembrane protein 164,GO:0016021,ba264c70d811ed8ac64e29efff8478a2
4225427,Diphyes dispar,Gastrozooid developing,,NA,NA
4207917,Diphyes dispar,Gastrozooid developing,,NA,NA
4280997,Diphyes dispar,Gastrozooid developing,,NA,NA
4236328,Diphyes dispar,Gastrozooid developing,,NA,NA
4204915,Diphyes dispar,Gastrozooid developing,Q6INC8|VGLU1_XENLA Vesicular glutamate transporter 1,GO:0022857;GO:0055085;GO:0016021;GO:0005764;GO:0006820;GO:0098563;GO:0015849;GO:0060076;GO:0098700;GO:1901264;GO:0035249;GO:0050803;GO:0030054;GO:0015893;GO:0071705,8a0972d0d8e27dfcb16ea5cbfb3e00b6
4181811,Diphyes dispar,Gastrozooid developing,,NA,NA
4186984,Diphyes dispar,Gastrozooid developing,Q8IZF6|AGRG4_HUMAN Adhesion G-protein coupled receptor G4 {ECO:0000303|PubMed:25713288},NA,NA
4293631,Diphyes dispar,Gastrozooid developing,Q5RAL3|GRM3_PONAB Metabotropic glutamate receptor 3,NA,NA
4151750,Diphyes dispar,Gastrozooid developing,,NA,NA
4200513,Diphyes dispar,Gastrozooid developing,,NA,NA
4266120,Diphyes dispar,Gastrozooid developing,P36513|UDB14_RABIT UDP-glucuronosyltransferase 2B14,NA,4c8b67b14abfe5be93dc2b1e6ff1aaa3
4244745,Diphyes dispar,Gastrozooid developing,,NA,NA
4073106,Diphyes dispar,Gastrozooid developing,,NA,NA
4146357,Diphyes dispar,Gastrozooid developing,,NA,NA
4121090,Diphyes dispar,Gastrozooid developing,,NA,NA
4098517,Diphyes dispar,Gastrozooid developing,,NA,NA
4141150,Diphyes dispar,Gastrozooid developing,,NA,NA
4102450,Diphyes dispar,Gastrozooid developing,P62083|RS7_RAT 40S ribosomal protein S7,GO:0003735;GO:0006412;GO:0005840;GO:1990948;GO:0003730;GO:0048027;GO:0019901;GO:0005829;GO:0032040;GO:0005813;GO:0030054;GO:0045202;GO:0043009;GO:0005730;GO:0140326;GO:0048731;GO:1902255;GO:0042274;GO:0005802;GO:1904667;GO:0005886;GO:2000059;GO:0060606;GO:0001838;GO:0006364;GO:0051726;GO:0002376;GO:0050821;GO:0010628;GO:0030154;GO:0045332,NA
4213839,Diphyes dispar,Gastrozooid developing,,NA,NA
4179908,Diphyes dispar,Gastrozooid developing,,NA,NA
4272733,Diphyes dispar,Gastrozooid developing,,NA,NA
4219914,Diphyes dispar,Gastrozooid developing,,NA,NA
4095020,Diphyes dispar,Gastrozooid developing,P42297|YXIE_BACSU Universal stress protein YxiE,GO:0004618;GO:0006096,NA
4103062,Diphyes dispar,Gastrozooid developing,Q24K15|ANGP4_BOVIN Angiopoietin-4,GO:0043654;GO:0033691;GO:0031232;GO:2001065;GO:0072562;GO:0038187;GO:0070062;GO:0001889;GO:0043394;GO:0003823;GO:0005581;GO:0048306;GO:0002253;GO:0005044;GO:0001664;GO:0008228;GO:0016021;GO:2000484;GO:0046597;GO:0046872;GO:0034394;GO:0050830;GO:0050829;GO:0002768;GO:0006959;GO:0045089;GO:0045087;GO:0023056;GO:0010647;GO:0007186;GO:0044419,NA
4129290,Diphyes dispar,Gastrozooid developing,,NA,NA
4213742,Diphyes dispar,Gastrozooid developing,Q19269|NAS14_CAEEL Zinc metalloproteinase nas-14,GO:0004222;GO:0006508;GO:0016020;GO:0008270;GO:0005576;GO:0043050;GO:0060465;GO:0018996;GO:0019825;GO:0030246;GO:0020037;GO:0005509;GO:0040002;GO:0048251;GO:0022404,NA
4156276,Diphyes dispar,Gastrozooid developing,,NA,NA
4203684,Diphyes dispar,Gastrozooid developing,,NA,NA
4108635,Diphyes dispar,Gastrozooid developing,P00920|CAH2_MOUSE Carbonic anhydrase 2,NA,NA
4151666,Diphyes dispar,Gastrozooid developing,P28798|GRN_MOUSE Granulins,NA,NA
4275474,Diphyes dispar,Gastrozooid developing,,NA,NA
4102459,Diphyes dispar,Gastrozooid developing,,NA,NA
4211273,Diphyes dispar,Gastrozooid developing,,NA,NA
4116128,Diphyes dispar,Gastrozooid developing,Q9JJ22|ERAP1_RAT Endoplasmic reticulum aminopeptidase 1,NA,NA
4218507,Diphyes dispar,Gastrozooid developing,P02595|CALM_PATSP Calmodulin,NA,NA
4174805,Diphyes dispar,Gastrozooid developing,,NA,NA
4157531,Diphyes dispar,Gastrozooid developing,P98088|MUC5A_HUMAN Mucin-5AC {ECO:0000305},NA,6214e5a0d07670e3679e1c988981e727
4248593,Diphyes dispar,Gonozooid,Q8VDF3|DAPK2_MOUSE Death-associated protein kinase 2,GO:0004672;GO:0006468;GO:0000407;GO:0005829;GO:0016020;GO:0005524;GO:0005634;GO:0010621;GO:0000045;GO:0106057;GO:0005509;GO:0071277;GO:0005516;GO:0010972;GO:0010506;GO:0000122;GO:0035556,NA
4078553,Diphyes dispar,Gonozooid,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0016459;GO:0051015;GO:0043520;GO:0071689;GO:0003774;GO:0060361;GO:0007527;GO:0007427;GO:0030241;GO:0032982;GO:0005524;GO:0030016;GO:0007298;GO:0005703;GO:0045214;GO:0006936;GO:0005516;GO:0030898;GO:0008307;GO:0042803;GO:0007517;GO:0050821,NA
4177751,Diphyes dispar,Gonozooid,Q9U5M4|TPM2_PODCA Tropomyosin-2,NA,NA
4166142,Diphyes dispar,Gonozooid,,NA,NA
4141629,Diphyes dispar,Gonozooid,Q05000|MYS_PODCA Myosin heavy chain,GO:0016459;GO:0003774;GO:0055009;GO:0003779;GO:0007512;GO:0044877;GO:0097512;GO:0005524;GO:0032982;GO:0097517;GO:0042641;GO:0030018;GO:0007522;GO:0030049;GO:0030898;GO:0048739;GO:0019901;GO:0003299;GO:0014887;GO:0003300;GO:0002026;GO:0060420;GO:0055010;GO:0060048;GO:0045214;GO:0002027;GO:0008217;GO:0001701;GO:0043462;GO:0046034,24bc601e184b95f232f210552e6965db
4078550,Diphyes dispar,Gonozooid,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0016459;GO:0003779;GO:0003774;GO:0044877;GO:0032982;GO:0005524;GO:0030016;GO:0005516,NA
4214740,Diphyes dispar,Gonozooid,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0016459;GO:0051015;GO:0003774;GO:0030016;GO:0005524;GO:0032982;GO:0014704;GO:0036464;GO:0005516,NA
4178470,Diphyes dispar,Gonozooid,Q9U5M4|TPM2_PODCA Tropomyosin-2,NA,NA
4232585,Diphyes dispar,Gonozooid,"P17126|ACT_HYDVU Actin, non-muscle 6.2",GO:0005856;GO:0005524;GO:0030240;GO:0048741;GO:0005737;GO:0009506;GO:0099512;GO:0005886;GO:0051301,NA
4241323,Diphyes dispar,Gonozooid,O15992|KARG_ANTJA Arginine kinase,GO:0004111;GO:0046314;GO:0005524;GO:0016310,287ce0e2618367ce2a02c6cf0742d5c8
4109815,Diphyes dispar,Gonozooid,"P17126|ACT_HYDVU Actin, non-muscle 6.2",GO:0005856;GO:0005524;GO:0005737;GO:0016021,NA
4075339,Diphyes dispar,Gonozooid,"P17126|ACT_HYDVU Actin, non-muscle 6.2",NA,NA
4166144,Diphyes dispar,Gonozooid,P40423|SQH_DROME Myosin regulatory light chain sqh,GO:0005509;GO:0006412;GO:0005840;GO:0003735;GO:0016459;GO:0004721;GO:0035254;GO:0097517;GO:0042641;GO:0099738;GO:0030018;GO:0006470;GO:0072659;GO:0016021;GO:0008360,NA
4208577,Diphyes dispar,Gonozooid,"P02602|MYL1_RABIT Myosin light chain 1/3, skeletal muscle isoform",NA,NA
4134586,Diphyes dispar,Gonozooid,"Q8IID4|DYHC2_PLAF7 Dynein heavy chain-like protein PF11_0240 {ECO:0000250|UniProtKB:Q14204, ECO:0000303|PubMed:17653272}",NA,NA
4184533,Diphyes dispar,Gonozooid,Q21281|MUP4_CAEEL Transmembrane matrix receptor MUP-4 {ECO:0000312|EMBL:AAK69172.1},NA,NA
4285980,Diphyes dispar,Gonozooid,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",NA,NA
4141632,Diphyes dispar,Gonozooid,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0016459;GO:0003779;GO:0055114;GO:0003774;GO:0044877;GO:0032982;GO:0005524;GO:0030016;GO:0032440;GO:0005516,NA
4214746,Diphyes dispar,Gonozooid,"P39922|MYS3_HYDVU Myosin heavy chain, clone 203",GO:0016459;GO:0051015;GO:0030049;GO:0003774;GO:0007512;GO:0002026;GO:0055008;GO:0003229;GO:0097517;GO:0014898;GO:0005524;GO:0042641;GO:0030018;GO:0003208;GO:0002027;GO:0006941;GO:0032982;GO:0030898;GO:0031672;GO:0036379;GO:0019901;GO:0060047;GO:0003228;GO:0008307;GO:0032440;GO:0004674;GO:0007522;GO:0003209;GO:0048739;GO:0060420;GO:0030239;GO:0008217;GO:0001701;GO:0031449;GO:0043462;GO:0014728;GO:0014883;GO:0046034;GO:0050881;GO:0018991;GO:0031034;GO:0018107;GO:0040011;GO:0055114,NA
4141766,Diphyes dispar,Gonozooid,,NA,NA
4080231,Diphyes dispar,Gonozooid,P40423|SQH_DROME Myosin regulatory light chain sqh,GO:0005509;GO:0043232;GO:0006412;GO:0003735;GO:0106037;GO:0110071;GO:0032036;GO:0035183;GO:0035254;GO:0019749;GO:0031036;GO:0110069;GO:0035191;GO:0060289;GO:0070938;GO:0060288;GO:0005912;GO:0090254;GO:0030496;GO:0003384;GO:0016324;GO:0035277;GO:0048471;GO:0035159;GO:1903688;GO:0035317;GO:0099512;GO:0007298;GO:0005829;GO:0032991;GO:0016021;GO:0035148;GO:0000281;GO:0042060;GO:0032956;GO:0001736;GO:0072659;GO:0008360,NA
4095951,Diphyes dispar,Gonozooid,Q05000|MYS_PODCA Myosin heavy chain,NA,82764583e238ec5c1ec66e3e85e992b2
4253273,Diphyes dispar,Gonozooid,P39061|COIA1_MOUSE Collagen alpha-1(XVIII) chain,NA,NA
4212814,Diphyes dispar,Gonozooid,,NA,NA
4196101,Diphyes dispar,Gonozooid,Q3UQ28|PXDN_MOUSE Peroxidasin homolog,NA,NA
4148943,Diphyes dispar,Gonozooid,Q6CLS8|ARGI_KLULA Arginase {ECO:0000303|PubMed:24912400},NA,dc4521371fa2dcd953695a6227d5b75f
4088526,Diphyes dispar,Gonozooid,Q5RBN6|NDRG2_PONAB Protein NDRG2,GO:0032287;GO:0045576;GO:0042127,3ad63c6a81b9b53522086e40dd1fb65b
4095950,Diphyes dispar,Gonozooid,"P39922|MYS3_HYDVU Myosin heavy chain, clone 203",GO:0016459;GO:0003779;GO:0007512;GO:0003774;GO:0030049;GO:0055009;GO:0044877;GO:0002026;GO:0030016;GO:0005524;GO:0097517;GO:0055010;GO:0042641;GO:0002027;GO:0006941;GO:0032982;GO:0007522;GO:0030898;GO:0019901;GO:0048739;GO:0014898;GO:0005516;GO:0060047;GO:0060420;GO:0045214;GO:0008217;GO:0043462;GO:0001701;GO:0046034;GO:0031449;GO:0014728;GO:0050881,NA
4092059,Diphyes dispar,Gonozooid,"Q4LDE5|SVEP1_HUMAN Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",NA,NA
4260781,Diphyes dispar,Gonozooid,P35317|AT1A_HYDVU Sodium/potassium-transporting ATPase subunit alpha,GO:0008556;GO:0071805;GO:0005623;GO:0016021;GO:0016323;GO:0010084;GO:0001966;GO:0005524;GO:0060047;GO:0001947;GO:0042044;GO:0010248;GO:0046872;GO:0007519;GO:0051480;GO:0008554;GO:0016787;GO:0006883;GO:0030007;GO:0098659;GO:0036376;GO:1902600;GO:0042538;GO:0060416,NA
4219305,Diphyes dispar,Gonozooid,"Q8VEM8|MPCP_MOUSE Phosphate carrier protein, mitochondrial",GO:0031305;GO:0035435;GO:0005315;GO:0005347;GO:0015867,NA
4107254,Diphyes dispar,Gonozooid,,NA,NA
4161160,Diphyes dispar,Gonozooid,,NA,NA
4164156,Diphyes dispar,Gonozooid,P78929|COFI_SCHPO Cofilin,NA,8bdd7aff64d38bd69552c27859330d57
4287992,Diphyes dispar,Gonozooid,Q09711|NCS1_SCHPO Calcium-binding protein NCS-1,GO:0005509;GO:0043126;GO:0000139;GO:1905949;GO:0030425;GO:0098744;GO:0030424;GO:0035584;GO:0090218;GO:1903727;GO:0005886;GO:0009966,NA
4196549,Diphyes dispar,Gonozooid,B3EWZ5|MLRP1_ACRMI MAM and LDL-receptor class A domain-containing protein 1,NA,b9ce2dfd3d28b26cdece7674e19d06d5
4213066,Diphyes dispar,Gonozooid,"O14254|IDHP_SCHPO Probable isocitrate dehydrogenase [NADP], mitochondrial",GO:0006102;GO:0004450;GO:0005739;GO:0005509;GO:0055114;GO:0051287;GO:0000287;GO:0006739;GO:0004672;GO:0006091;GO:0006468;GO:0005524,74e7b6fac76b79b1b9d052c2faf78c35
4193291,Diphyes dispar,Gonozooid,Q5G267|NETR_MACMU Neurotrypsin,NA,NA
4195984,Diphyes dispar,Gonozooid,Q5UQ13|COLL2_MIMIV Collagen-like protein 2,NA,NA
4198588,Diphyes dispar,Gonozooid,Q7JQD3|GELS1_LUMTE Gelsolin-like protein 1,GO:0051015;GO:0051014;GO:0051016;GO:0005509;GO:0045010,NA
4187610,Diphyes dispar,Gonozooid,Q05000|MYS_PODCA Myosin heavy chain,NA,24bc601e184b95f232f210552e6965db
4226417,Diphyes dispar,Gonozooid,Q8BTM8|FLNA_MOUSE Filamin-A,NA,bbad7961ddcf8a4363b3c76e76a53978
4150529,Diphyes dispar,Gonozooid,Q6DFV8|VWDE_MOUSE von Willebrand factor D and EGF domain-containing protein,NA,NA
4240278,Diphyes dispar,Gonozooid,,NA,NA
4258181,Diphyes dispar,Gonozooid,,NA,NA
4214904,Diphyes dispar,Gonozooid,Q8T6Z0|OBL_OBEGE Obelin,NA,NA
4199232,Diphyes dispar,Gonozooid,Q8N2E2|VWDE_HUMAN von Willebrand factor D and EGF domain-containing protein,NA,21cf3e9cb9bbe98b1c06d34dec7dfa6e
4081725,Diphyes dispar,Gonozooid,P17244|G3P_CRIGR Glyceraldehyde-3-phosphate dehydrogenase,GO:0006006;GO:0016620;GO:0005829;GO:0050661;GO:0051287;GO:0009536;GO:0055114;GO:0006096;GO:0016021;GO:0080022;GO:0080144,NA
4256544,Diphyes dispar,Gonozooid,Q61554|FBN1_MOUSE Fibrillin-1,NA,NA
4201590,Diphyes dispar,Gonozooid,,NA,NA
4102234,Diphyes dispar,Gonozooid,Q6DFV8|VWDE_MOUSE von Willebrand factor D and EGF domain-containing protein,NA,NA
4100809,Diphyes dispar,Gonozooid,Q96PL2|TECTB_HUMAN Beta-tectorin,NA,NA
4196105,Diphyes dispar,Gonozooid,Q92626|PXDN_HUMAN Peroxidasin homolog,GO:0004601;GO:0006979;GO:0005615;GO:0098869;GO:0016021;GO:0020037;GO:0004553;GO:0055114;GO:0000272;GO:0005509;GO:0006952;GO:0008340;GO:0010172;GO:0048679;GO:0009617;GO:0006955;GO:0010629;GO:0044419,NA
4240062,Diphyes dispar,Gonozooid,Q28668|CO1A2_RABIT Collagen alpha-2(I) chain,NA,NA
4182736,Diphyes dispar,Gonozooid,Q9DBB9|CPN2_MOUSE Carboxypeptidase N subunit 2,NA,NA
4242372,Diphyes dispar,Gonozooid,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0016459;GO:0051015;GO:0003774;GO:0005524;GO:0016021,NA
4114979,Diphyes dispar,Gonozooid,P07338|CTRB1_RAT Chymotrypsinogen B,NA,NA
4241317,Diphyes dispar,Gonozooid,,NA,NA
4173876,Diphyes dispar,Gonozooid,,NA,NA
4211574,Diphyes dispar,Gonozooid,Q5UQ13|COLL2_MIMIV Collagen-like protein 2,NA,NA
4172297,Diphyes dispar,Gonozooid,Q7Z2Y8|GVIN1_HUMAN Interferon-induced very large GTPase 1,NA,NA
4236394,Diphyes dispar,Gonozooid,Q99LX0|PARK7_MOUSE Protein deglycase DJ-1 {ECO:0000250|UniProtKB:Q99497},NA,49d41de5811ab92a9940f513cad66661
4195991,Diphyes dispar,Gonozooid,Q5UPS7|COLL4_MIMIV Collagen-like protein 4,GO:0005201;GO:0005581;GO:0001501;GO:0031101;GO:0005576;GO:0099512;GO:0033334;GO:0005737;GO:0033339;GO:0016021;GO:0060173;GO:0030278;GO:0038063;GO:0009612;GO:0043588;GO:0001503;GO:0030198;GO:0001568,NA
4078225,Diphyes dispar,Gonozooid,,NA,NA
4285981,Diphyes dispar,Gonozooid,Q05000|MYS_PODCA Myosin heavy chain,GO:0016459;GO:0003774;GO:0003779;GO:0044877;GO:0097512;GO:0005524;GO:0032982;GO:0016020;GO:0005516,82764583e238ec5c1ec66e3e85e992b2
4078551,Diphyes dispar,Gonozooid,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0051015;GO:0016459;GO:0003774;GO:0005524;GO:0016021,NA
4282976,Diphyes dispar,Gonozooid,Q05025|G3P_COTJA Glyceraldehyde-3-phosphate dehydrogenase,GO:0016620;GO:0006006;GO:0005829;GO:0006096;GO:0050661;GO:0051287;GO:0055114,NA
4148811,Diphyes dispar,Gonozooid,Q11002|CANA_DROME Calpain-A,GO:0004198;GO:0006508;GO:0005737;GO:0045214;GO:0016020;GO:0005509;GO:0016322;GO:0007298;GO:0051604,9a100c2b265bb95e0dddb7c15dc2a21b
4265388,Diphyes dispar,Gonozooid,,NA,NA
4163887,Diphyes dispar,Gonozooid,Q8N2E2|VWDE_HUMAN von Willebrand factor D and EGF domain-containing protein,NA,21cf3e9cb9bbe98b1c06d34dec7dfa6e
4177503,Diphyes dispar,Gonozooid,"P18238|ADT3_YEAST ADP,ATP carrier protein 3",GO:0005347;GO:0015867;GO:0005743;GO:0015217;GO:0016021;GO:0015301;GO:0055085;GO:0015866;GO:0006839,NA
4099255,Diphyes dispar,Gonozooid,,NA,NA
4124945,Diphyes dispar,Gonozooid,P62155|CALM_XENLA Calmodulin,GO:0019722;GO:0005509;GO:0030234;GO:0000226;GO:0050790,NA
4181930,Diphyes dispar,Gonozooid,Q7RTY7|OVCH1_HUMAN Ovochymase-1,NA,NA
4208618,Diphyes dispar,Gonozooid,O15992|KARG_ANTJA Arginine kinase,GO:0004111;GO:0046314;GO:0005737;GO:0043231;GO:0005524;GO:0016021;GO:0016310;GO:0004054;GO:0008585;GO:0019863;GO:0046072;GO:0034618,287ce0e2618367ce2a02c6cf0742d5c8
4287720,Diphyes dispar,Gonozooid,,NA,NA
4087504,Diphyes dispar,Gonozooid,P23945|FSHR_HUMAN Follicle-stimulating hormone receptor,NA,NA
4104090,Diphyes dispar,Gonozooid,Q90474|H90A1_DANRE Heat shock protein HSP 90-alpha 1,GO:0051082;GO:0006457;GO:0030018;GO:0005524;GO:0048769;GO:0030241;GO:0050900;GO:0030240;GO:0005634;GO:0010038;GO:0009409;GO:0001568;GO:0009408;GO:0046677,NA
4127556,Diphyes dispar,Gonozooid,,NA,NA
4158582,Diphyes dispar,Gonozooid,A8TX70|CO6A5_HUMAN Collagen alpha-5(VI) chain,GO:0005201;GO:0005581;GO:0030198;GO:0098644;GO:0072577;GO:0005178;GO:1905563;GO:0038063;GO:0048407;GO:0042302;GO:0005604;GO:0002020;GO:0006919;GO:0032835;GO:0099081;GO:0042802;GO:0005783;GO:0030414;GO:0005615;GO:0016525;GO:0030674;GO:0005044;GO:0061135;GO:0030246;GO:0046872;GO:0031594;GO:0016021;GO:0030054;GO:0070013;GO:0009790;GO:0043589;GO:0009888;GO:0001501;GO:0048646;GO:0032964;GO:0030154;GO:0007605;GO:0010718;GO:0001568;GO:0110148;GO:0042476;GO:0090263;GO:0097435;GO:0030335;GO:0001957;GO:0034504;GO:0061430;GO:0007601;GO:0036075;GO:0010033;GO:0060325;GO:0071260;GO:0010812;GO:0071495;GO:0003416;GO:0045893;GO:0071229;GO:1901700;GO:0008015;GO:1901699;GO:0010466;GO:0000902;GO:0007266;GO:0007155;GO:0007528;GO:0007178;GO:0034330;GO:0015031;GO:0006897;GO:0065008;GO:0055085,NA
4208399,Diphyes dispar,Gonozooid,,NA,NA
4278711,Diphyes dispar,Gonozooid,P00774|CEL2A_RAT Chymotrypsin-like elastase family member 2A,GO:0004252;GO:0006508;GO:0005576;GO:0016021;GO:0006897;GO:0005044,NA
4158536,Diphyes dispar,Gonozooid,P08537|TBA_XENLA Tubulin alpha chain,GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0003924;GO:0005525;GO:0000278;GO:0021782;GO:0042552;GO:0005737,NA
4141628,Diphyes dispar,Gonozooid,"P24733|MYS_ARGIR Myosin heavy chain, striated muscle",GO:0016459;GO:0051015;GO:0060328;GO:0031270;GO:0003774;GO:0034461;GO:0033298;GO:0033275;GO:0031154;GO:0032982;GO:0031152;GO:0005524;GO:1990753;GO:0031034;GO:0097204;GO:0032060;GO:0001931;GO:0030038;GO:0032009;GO:0046847;GO:0045179;GO:0031143;GO:0006971;GO:0005826;GO:0051591;GO:0050982;GO:0032154;GO:0042641;GO:0042542;GO:0030898;GO:0030866;GO:0071889;GO:0030837;GO:0005516;GO:0000281;GO:0042802;GO:0005829;GO:0030016;GO:0031012;GO:0006935;GO:1903013;GO:0008360;GO:0008104,NA
4106586,Diphyes dispar,Gonozooid,,NA,NA
